id,code,description,unit,range_id,range,colour_spec_id,colour_spec,colour_spec$type,price,default_supplier,brand_linked,budget_zone
45336,BSF51500,500 X 1500 Barrier Screen Fireguard,each,,,,,,63.0364,Lovering Installations QLD,,Security Screen
45337,BSF51000,500 X 1000 Barrier Screen Fireguard,each,,,,,,51.3636,Lovering Installations QLD,,Security Screen
45338,BSF6300,600 X 300 Barrier Screen Fireguard,each,,,,,,40.2636,Lovering Installations QLD,,Security Screen
45339,BSF6400,600 X 400 Barrier Screen Fireguard,each,,,,,,39.3818,Lovering Installations QLD,,Security Screen
45340,BSF6500,600 X 500 Barrier Screen Fireguard,each,,,,,,45.5182,Lovering Installations QLD,,Security Screen
45341,BSF6600,600 X 600 Barrier Screen Fireguard,each,,,,,,53.0727,Lovering Installations QLD,,Security Screen
45342,BSF6700,600 X 700 Barrier Screen Fireguard,each,,,,,,47.3909,Lovering Installations QLD,,Security Screen
45343,BSF6800,600 X 800 Barrier Screen Fireguard,each,,,,,,54.1909,Lovering Installations QLD,,Security Screen
45344,BSF6900,600 X 900 Barrier Screen Fireguard,each,,,,,,57.0818,Lovering Installations QLD,,Security Screen
45345,BSF61000,600 X 1000 Barrier Screen Fireguard,each,,,,,,55.4,Lovering Installations QLD,,Security Screen
45346,BSF61100,600 X 1100 Barrier Screen Fireguard,each,,,,,,62.8636,Lovering Installations QLD,,Security Screen
45347,BSF61200,600 X 1200 Barrier Screen Fireguard,each,,,,,,60.7364,Lovering Installations QLD,,Security Screen
45348,BSF61300,600 X 1300 Barrier Screen Fireguard,each,,,,,,63.4091,Lovering Installations QLD,,Security Screen
45349,BSF61400,600 X 1400 Barrier Screen Fireguard,each,,,,,,66.0818,Lovering Installations QLD,,Security Screen
45350,BSF61500,600 X 1500 Barrier Screen Fireguard,each,,,,,,68.7636,Lovering Installations QLD,,Security Screen
45351,BSF7300,700 X 300 Barrier Screen Fireguard,each,,,,,,37.9909,Lovering Installations QLD,,Security Screen
45352,BSF7400,700 X 400 Barrier Screen Fireguard,each,,,,,,41.3818,Lovering Installations QLD,,Security Screen
45353,BSF7500,700 X 500 Barrier Screen Fireguard,each,,,,,,44.3909,Lovering Installations QLD,,Security Screen
45354,BSF7600,700 X 600 Barrier Screen Fireguard,each,,,,,,47.3909,Lovering Installations QLD,,Security Screen
45355,BSF7700,700 X 700 Barrier Screen Fireguard,each,,,,,,50.4,Lovering Installations QLD,,Security Screen
45356,BSF7800,700 X 800 Barrier Screen Fireguard,each,,,,,,53.4091,Lovering Installations QLD,,Security Screen
45357,BSF7900,700 X 900 Barrier Screen Fireguard,each,,,,,,56.4091,Lovering Installations QLD,,Security Screen
45358,BSF71000,700 X 1000 Barrier Screen Fireguard,each,,,,,,59.4182,Lovering Installations QLD,,Security Screen
45359,BSF71100,700 X 1100 Barrier Screen Fireguard,each,,,,,,62.4273,Lovering Installations QLD,,Security Screen
45360,BSF71200,700 X 1200 Barrier Screen Fireguard,each,,,,,,65.4364,Lovering Installations QLD,,Security Screen
45361,BSF71300,700 X 1300 Barrier Screen Fireguard,each,,,,,,68.4364,Lovering Installations QLD,,Security Screen
45362,BSF71400,700 X 1400 Barrier Screen Fireguard,each,,,,,,71.4545,Lovering Installations QLD,,Security Screen
45363,BSF71500,700 X 1500 Barrier Screen Fireguard,each,,,,,,74.4636,Lovering Installations QLD,,Security Screen
45364,BSF8300,800 X 300 Barrier Screen Fireguard,each,,,,,,39.6636,Lovering Installations QLD,,Security Screen
45365,BSF8400,800 X 400 Barrier Screen Fireguard,each,,,,,,43.3818,Lovering Installations QLD,,Security Screen
45366,BSF8500,800 X 500 Barrier Screen Fireguard,each,,,,,,46.7182,Lovering Installations QLD,,Security Screen
45367,BSF8600,800 X 600 Barrier Screen Fireguard,each,,,,,,50.0727,Lovering Installations QLD,,Security Screen
45368,BSF8700,800 X 700 Barrier Screen Fireguard,each,,,,,,53.4091,Lovering Installations QLD,,Security Screen
45369,BSF8900,800 X 900 Barrier Screen Fireguard,each,,,,,,60.1,Lovering Installations QLD,,Security Screen
45370,BSF81000,800 X 1000 Barrier Screen Fireguard,each,,,,,,63.4364,Lovering Installations QLD,,Security Screen
45371,BSF81100,800 X 1100 Barrier Screen Fireguard,each,,,,,,66.7818,Lovering Installations QLD,,Security Screen
45372,BSF81200,800 X 1200 Barrier Screen Fireguard,each,,,,,,70.1273,Lovering Installations QLD,,Security Screen
45373,BSF81300,800 X 1300 Barrier Screen Fireguard,each,,,,,,73.4727,Lovering Installations QLD,,Security Screen
45374,BSF81400,800 X 1400 Barrier Screen Fireguard,each,,,,,,76.8091,Lovering Installations QLD,,Security Screen
45375,BSF81500,800 X 1500 Barrier Screen Fireguard,each,,,,,,80.1636,Lovering Installations QLD,,Security Screen
45376,BSF8800,800 X 800 Barrier Screen Fireguard,each,,,,,,56.7545,Lovering Installations QLD,,Security Screen
45377,BSF9300,900 X 300 Barrier Screen Fireguard,each,,,,,,47.5818,Lovering Installations QLD,,Security Screen
45378,BSF9400,900 X 400 Barrier Screen Fireguard,each,,,,,,45.3818,Lovering Installations QLD,,Security Screen
45379,BSF9500,900 X 500 Barrier Screen Fireguard,each,,,,,,60.3909,Lovering Installations QLD,,Security Screen
45380,BSF9600,900 X 600 Barrier Screen Fireguard,each,,,,,,57.0909,Lovering Installations QLD,,Security Screen
45381,BSF9700,900 X 700 Barrier Screen Fireguard,each,,,,,,56.4182,Lovering Installations QLD,,Security Screen
45382,BSF9800,900 X 800 Barrier Screen Fireguard,each,,,,,,65.0636,Lovering Installations QLD,,Security Screen
45383,BSF9900,900 X 900 Barrier Screen Fireguard,each,,,,,,69.0364,Lovering Installations QLD,,Security Screen
45384,BSF91000,900 X 1000 Barrier Screen Fireguard,each,,,,,,67.4636,Lovering Installations QLD,,Security Screen
45385,BSF91100,900 X 1100 Barrier Screen Fireguard,each,,,,,,71.1364,Lovering Installations QLD,,Security Screen
45386,BSF91200,900 X 1200 Barrier Screen Fireguard,each,,,,,,80.9909,Lovering Installations QLD,,Security Screen
45387,BSF91300,900 X 1300 Barrier Screen Fireguard,each,,,,,,78.5,Lovering Installations QLD,,Security Screen
45388,BSF91400,900 X 1400 Barrier Screen Fireguard,each,,,,,,82.1818,Lovering Installations QLD,,Security Screen
45389,BSF91500,900 X 1500 Barrier Screen Fireguard,each,,,,,,85.8636,Lovering Installations QLD,,Security Screen
45390,FS62400,600 X 2400 Fly Screen,Each,,,,,,30.4545,Lovering Installations QLD,,
45391,BSF10300,1000 X 300 Barrier Screen Fireguard,each,,,,,,46.5364,Lovering Installations QLD,,Security Screen
45392,BSF10400,1000 X 400 Barrier Screen Fireguard,each,,,,,,47.3818,Lovering Installations QLD,,Security Screen
45393,BSF1500,1000 X 500 Barrier Screen Fireguard,each,,,,,,64.0455,Lovering Installations QLD,,Security Screen
45394,BSF10600,1000 X 600 Barrier Screen Fireguard,each,,,,,,71.3727,Lovering Installations QLD,,Security Screen
45395,BSF10700,1000 X 700 Barrier Screen Fireguard,each,,,,,,59.4273,Lovering Installations QLD,,Security Screen
45396,BSF10800,1000 X 800 Barrier Screen Fireguard,each,,,,,,86.0091,Lovering Installations QLD,,Security Screen
45397,BSF10900,1000 X 900 Barrier Screen Fireguard,each,,,,,,73.0273,Lovering Installations QLD,,Security Screen
45398,BSF101000,1000 X 1000 Barrier Screen Fireguard,each,,,,,,71.4818,Lovering Installations QLD,,Security Screen
45399,BSF101100,1000 X 1100 Barrier Screen Fireguard,each,,,,,,75.4909,Lovering Installations QLD,,Security Screen
45400,BSF101200,1000 X 1200 Barrier Screen Fireguard,each,,,,,,79.5091,Lovering Installations QLD,,Security Screen
45401,BSF101300,1000 X 1300 Barrier Screen Fireguard,each,,,,,,83.5182,Lovering Installations QLD,,Security Screen
45402,BSF101400,1000 X 1400 Barrier Screen Fireguard,each,,,,,,87.5364,Lovering Installations QLD,,Security Screen
45403,BSF101500,1000 X 1500 Barrier Screen Fireguard,each,,,,,,99.1091,Lovering Installations QLD,,Security Screen
45404,BSF11300,1100 X 300 Barrier Screen Fireguard,each,,,,,,44.6545,Lovering Installations QLD,,Security Screen
45405,BSF11400,1100 X 400 Barrier Screen Fireguard,each,,,,,,49.3818,Lovering Installations QLD,,Security Screen
45406,BSF11500,1100 X 500 Barrier Screen Fireguard,each,,,,,,53.7273,Lovering Installations QLD,,Security Screen
45407,BSF11600,1100 X 600 Barrier Screen Fireguard,each,,,,,,58.0909,Lovering Installations QLD,,Security Screen
45408,BSF11700,1100 X 700 Barrier Screen Fireguard,each,,,,,,62.4364,Lovering Installations QLD,,Security Screen
45409,BSF11800,1100 X 800 Barrier Screen Fireguard,each,,,,,,66.7909,Lovering Installations QLD,,Security Screen
45410,BSF11900,1100 X 900 Barrier Screen Fireguard,each,,,,,,71.1364,Lovering Installations QLD,,Security Screen
45411,BSF111000,1100 X 1000 Barrier Screen Fireguard,each,,,,,,75.4909,Lovering Installations QLD,,Security Screen
45412,BSF111200,1100 X 1200 Barrier Screen Fireguard,each,,,,,,84.2,Lovering Installations QLD,,Security Screen
45413,BSF111300,1100 X 1300 Barrier Screen Fireguard,each,,,,,,88.5545,Lovering Installations QLD,,Security Screen
45414,BSF111400,1100 X 1400 Barrier Screen Fireguard,each,,,,,,92.9,Lovering Installations QLD,,Security Screen
45415,BSF111500,1100 X 1500 Barrier Screen Fireguard,each,,,,,,97.2636,Lovering Installations QLD,,Security Screen
45416,BSF111100,1100 X 1100 Barrier Screen Fireguard,each,,,,,,79.8455,Lovering Installations QLD,,Security Screen
45417,BSF12300,1200 X 300 Barrier Screen Fireguard,each,,,,,,53.0727,Lovering Installations QLD,,Security Screen
45418,BSF12400,1200 X 400 Barrier Screen Fireguard,each,,,,,,51.3818,Lovering Installations QLD,,Security Screen
45419,BSF12500,1200 X 500 Barrier Screen Fireguard,each,,,,,,71.3727,Lovering Installations QLD,,Security Screen
45420,BSF12600,1200 X 600 Barrier Screen Fireguard,each,,,,,,78.6909,Lovering Installations QLD,,Security Screen
45421,BSF12700,1200 X 700 Barrier Screen Fireguard,each,,,,,,70.8545,Lovering Installations QLD,,Security Screen
45422,BSF12800,1200 X 800 Barrier Screen Fireguard,each,,,,,,96.9909,Lovering Installations QLD,,Security Screen
45423,BSF12900,1200 X 900 Barrier Screen Fireguard,each,,,,,,106.1364,Lovering Installations QLD,,Security Screen
45424,BSF121000,1200 X 1000 Barrier Screen Fireguard,each,,,,,,79.5091,Lovering Installations QLD,,Security Screen
45425,BSF121100,1200 X 1100 Barrier Screen Fireguard,each,,,,,,91.1545,Lovering Installations QLD,,Security Screen
45426,BSF121200,1200 X 1200 Barrier Screen Fireguard,each,,,,,,96.2182,Lovering Installations QLD,,Security Screen
45427,BSF121300,1200 X 1300 Barrier Screen Fireguard,each,,,,,,93.5818,Lovering Installations QLD,,Security Screen
45428,BSF121400,1200 X 1400 Barrier Screen Fireguard,each,,,,,,98.2727,Lovering Installations QLD,,Security Screen
45429,BSF121500,1200 X 1500 Barrier Screen Fireguard,each,,,,,,111.4545,Lovering Installations QLD,,Security Screen
45430,BSF13300,1300 X 300 Barrier Screen Fireguard,each,,,,,,47.9818,Lovering Installations QLD,,Security Screen
45431,BSF13400,1300 X 400 Barrier Screen Fireguard,each,,,,,,53.3818,Lovering Installations QLD,,Security Screen
45432,BSF13500,1300 X 500 Barrier Screen Fireguard,each,,,,,,58.4091,Lovering Installations QLD,,Security Screen
45433,BSF13600,1300 X 600 Barrier Screen Fireguard,each,,,,,,63.4273,Lovering Installations QLD,,Security Screen
45434,BSF13700,1300 X 700 Barrier Screen Fireguard,each,,,,,,68.4636,Lovering Installations QLD,,Security Screen
45435,BSF13800,1300 X 800 Barrier Screen Fireguard,each,,,,,,73.4818,Lovering Installations QLD,,Security Screen
45436,BSF13900,1300 X 900 Barrier Screen Fireguard,each,,,,,,78.5091,Lovering Installations QLD,,Security Screen
45437,BSF131000,1300 X 1000 Barrier Screen Fireguard,each,,,,,,83.5273,Lovering Installations QLD,,Security Screen
45438,BSF131100,1300 X 1100 Barrier Screen Fireguard,each,,,,,,88.5636,Lovering Installations QLD,,Security Screen
45439,BSF131200,1300 X 1200 Barrier Screen Fireguard,each,,,,,,93.5818,Lovering Installations QLD,,Security Screen
45440,BSF131300,1300 X 1300 Barrier Screen Fireguard,each,,,,,,98.6091,Lovering Installations QLD,,Security Screen
45441,BSF131400,1300 X 1400 Barrier Screen Fireguard,each,,,,,,103.6273,Lovering Installations QLD,,Security Screen
45442,BSF131500,1300 X 1500 Barrier Screen Fireguard,each,,,,,,108.6636,Lovering Installations QLD,,Security Screen
45443,BSF14300,1400 X 300 Barrier Screen Fireguard,each,,,,,,49.6364,Lovering Installations QLD,,Security Screen
45444,BSF14400,1400 X 400 Barrier Screen Fireguard,each,,,,,,55.3818,Lovering Installations QLD,,Security Screen
45445,BSF14500,1400 X 500 Barrier Screen Fireguard,each,,,,,,60.7364,Lovering Installations QLD,,Security Screen
45446,BSF14600,1400 X 600 Barrier Screen Fireguard,each,,,,,,66.1,Lovering Installations QLD,,Security Screen
45447,BSF14700,1400 X 700 Barrier Screen Fireguard,each,,,,,,71.4636,Lovering Installations QLD,,Security Screen
45448,BSF14800,1400 X 800 Barrier Screen Fireguard,each,,,,,,76.8273,Lovering Installations QLD,,Security Screen
45449,BSF14900,1400 X 900 Barrier Screen Fireguard,each,,,,,,82.1909,Lovering Installations QLD,,Security Screen
45450,BSF141000,1400 X 1000 Barrier Screen Fireguard,each,,,,,,87.5545,Lovering Installations QLD,,Security Screen
45451,BSF141100,1400 X 1100 Barrier Screen Fireguard,each,,,,,,92.9091,Lovering Installations QLD,,Security Screen
45452,BSF141200,1400 X 1200 Barrier Screen Fireguard,each,,,,,,98.2727,Lovering Installations QLD,,Security Screen
45453,BSF141300,1400 X 1300 Barrier Screen Fireguard,each,,,,,,103.6273,Lovering Installations QLD,,Security Screen
45454,BSF141400,1400 X 1400 Barrier Screen Fireguard,each,,,,,,109,Lovering Installations QLD,,Security Screen
45455,BSF141500,1400 X 1500 Barrier Screen Fireguard,each,,,,,,114.3636,Lovering Installations QLD,,Security Screen
45456,BSF15300,1500 X 300 Barrier Screen Fireguard,each,,,,,,55.5364,Lovering Installations QLD,,Security Screen
45457,BSF15400,1500 X 400 Barrier Screen Fireguard,each,,,,,,57.3818,Lovering Installations QLD,,Security Screen
45458,BSF15500,1500 X 500 Barrier Screen Fireguard,each,,,,,,63.0818,Lovering Installations QLD,,Security Screen
45459,BSF15600,1500 X 600 Barrier Screen Fireguard,each,,,,,,74.4545,Lovering Installations QLD,,Security Screen
45460,BSF15700,1500 X 700 Barrier Screen Fireguard,each,,,,,,74.4727,Lovering Installations QLD,,Security Screen
45461,BSF15800,1500 X 800 Barrier Screen Fireguard,each,,,,,,80.1727,Lovering Installations QLD,,Security Screen
45462,BSF15900,1500 X 900 Barrier Screen Fireguard,each,,,,,,92.9545,Lovering Installations QLD,,Security Screen
45463,BSF151000,1500 X 1000 Barrier Screen Fireguard,each,,,,,,91.5727,Lovering Installations QLD,,Security Screen
45464,BSF151100,1500 X 1100 Barrier Screen Fireguard,each,,,,,,97.2727,Lovering Installations QLD,,Security Screen
45465,BSF151200,1500 X 1200 Barrier Screen Fireguard,each,,,,,,102.9636,Lovering Installations QLD,,Security Screen
45466,BSF151300,1500 X 1300 Barrier Screen Fireguard,each,,,,,,108.6636,Lovering Installations QLD,,Security Screen
45467,BSF151400,1500 X 1400 Barrier Screen Fireguard,each,,,,,,114.3636,Lovering Installations QLD,,Security Screen
45468,BSF151500,1500 X 1500 Barrier Screen Fireguard,each,,,,,,120.0636,Lovering Installations QLD,,Security Screen
45469,BSF16300,1600 X 300 Barrier Screen Fireguard,each,,,,,,52.9727,Lovering Installations QLD,,Security Screen
45470,BSF16400,1600 X 400 Barrier Screen Fireguard,each,,,,,,59.3818,Lovering Installations QLD,,Security Screen
45471,BSF16500,1600 X 500 Barrier Screen Fireguard,each,,,,,,65.4091,Lovering Installations QLD,,Security Screen
45472,BSF16600,1600 X 600 Barrier Screen Fireguard,each,,,,,,71.4545,Lovering Installations QLD,,Security Screen
45473,BSF16700,1600 X 700 Barrier Screen Fireguard,each,,,,,,77.4818,Lovering Installations QLD,,Security Screen
45474,BSF16800,1600 X 800 Barrier Screen Fireguard,each,,,,,,83.5182,Lovering Installations QLD,,Security Screen
45475,BSF16900,1600 X 900 Barrier Screen Fireguard,each,,,,,,89.5545,Lovering Installations QLD,,Security Screen
45476,BSF161000,1600 X 1000 Barrier Screen Fireguard,each,,,,,,95.5909,Lovering Installations QLD,,Security Screen
45477,BSF161100,1600 X 1100 Barrier Screen Fireguard,each,,,,,,101.6182,Lovering Installations QLD,,Security Screen
45478,BSF161200,1600 X 1200 Barrier Screen Fireguard,each,,,,,,107.6545,Lovering Installations QLD,,Security Screen
45479,BSF161300,1600 X 1300 Barrier Screen Fireguard,each,,,,,,113.6909,Lovering Installations QLD,,Security Screen
45480,BSF161400,1600 X 1400 Barrier Screen Fireguard,each,,,,,,119.7182,Lovering Installations QLD,,Security Screen
45481,BSF161500,1600 X 1500 Barrier Screen Fireguard,each,,,,,,125.7636,Lovering Installations QLD,,Security Screen
45482,BSF17300,1700 X 300 Barrier Screen Fireguard,each,,,,,,54.6273,Lovering Installations QLD,,Security Screen
45483,BSF17400,1700 X 400 Barrier Screen Fireguard,each,,,,,,61.3818,Lovering Installations QLD,,Security Screen
45484,BSF17500,1700 X 500 Barrier Screen Fireguard,each,,,,,,67.7545,Lovering Installations QLD,,Security Screen
45485,BSF17600,1700 X 600 Barrier Screen Fireguard,each,,,,,,74.1182,Lovering Installations QLD,,Security Screen
45486,BSF17700,1700 X 700 Barrier Screen Fireguard,each,,,,,,80.4909,Lovering Installations QLD,,Security Screen
45487,BSF17800,1700 X 800 Barrier Screen Fireguard,each,,,,,,86.8636,Lovering Installations QLD,,Security Screen
45488,BSF17900,1700 X 900 Barrier Screen Fireguard,each,,,,,,93.2273,Lovering Installations QLD,,Security Screen
45489,BSF171000,1700 X 1000 Barrier Screen Fireguard,each,,,,,,99.6,Lovering Installations QLD,,Security Screen
45490,BSF171100,1700 X 1100 Barrier Screen Fireguard,each,,,,,,105.9727,Lovering Installations QLD,,Security Screen
45491,BSF171200,1700 X 1200 Barrier Screen Fireguard,each,,,,,,112.3364,Lovering Installations QLD,,Security Screen
45492,BSF171300,1700 X 1300 Barrier Screen Fireguard,each,,,,,,118.7182,Lovering Installations QLD,,Security Screen
45493,BSF171400,1700 X 1400 Barrier Screen Fireguard,each,,,,,,125.0909,Lovering Installations QLD,,Security Screen
45494,BSF171500,1700 X 1500 Barrier Screen Fireguard,each,,,,,,131.4636,Lovering Installations QLD,,Security Screen
45495,BSF18300,1800 X 300 Barrier Screen Fireguard,each,,,,,,56.3,Lovering Installations QLD,,Security Screen
45496,BSF18400,1800 X 400 Barrier Screen Fireguard,each,,,,,,63.3818,Lovering Installations QLD,,Security Screen
45497,BSF18500,1800 X 500 Barrier Screen Fireguard,each,,,,,,70.0909,Lovering Installations QLD,,Security Screen
45498,BSF18600,1800 X 600 Barrier Screen Fireguard,each,,,,,,83.1273,Lovering Installations QLD,,Security Screen
