code,description,status,unit,range,range$type,lead_time,has_file,tax_rate_id,tax_rate,code_description,profile,delivery_confirmation,price,default_supplier,req_multi_colour,req_profile,req_specification,boq_only,default_supplier_id,specification_image_ok,req_product_colour_image,category_id,category
PLY3009,Plywood Bracing 3050 X 900 X 4mm,Active,shts,,,10,,1,GST,PLY3009 : Plywood Bracing 3050 X 900 X 4mm,,2,20.8273,TIMBER FRAME,FALSE,FALSE,FALSE,TRUE,242,,FALSE,178,TIMBER FRAME
SKIP15CUM,15 Cubic Metre Skip,Active,Each,,,5,,1,GST,SKIP15CUM : 15 Cubic Metre Skip,,2,1241,Tekna Site,FALSE,FALSE,FALSE,TRUE,257,,,123,SITE CLEAN
SKIP23CUM,23 Cubic Metre Skip,Active,Each,,,5,,1,GST,SKIP23CUM : 23 Cubic Metre Skip,,2,1000,Tekna Site,FALSE,FALSE,FALSE,TRUE,257,,,123,SITE CLEAN
SKIP2MTR,2 Cubic Metre Skip,Active,Each,,,5,,1,GST,SKIP2MTR : 2 Cubic Metre Skip,,2,150,Tekna Site,FALSE,FALSE,FALSE,TRUE,257,,,123,SITE CLEAN
SKIP4MTR,4 Cubic Metre Skip,Active,Each,,,5,,1,GST,SKIP4MTR : 4 Cubic Metre Skip,,2,399,Tekna Site,FALSE,FALSE,FALSE,TRUE,257,,,123,SITE CLEAN
UP3,Underground Power 20m (Three Phase),Active,Each,,,5,,1,GST,UP3 : Underground Power 20m (Three Phase),,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
M3P,Meterbox Three Phase (Includes Temp Power Kit),Active,Each,,,5,,1,GST,M3P : Meterbox Three Phase (Includes Temp Power Kit),,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
TER,Terination Box up to 30 AMP (Three Phase),Active,Each,,,5,,1,GST,TER : Terination Box up to 30 AMP (Three Phase),,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
STQ,Assorted Steel Beams and Posts as per quote,Active,Each,,,5,,1,GST,STQ : Assorted Steel Beams and Posts as per quote,,2,1,Harvey's Mechanical & Welding Services Pty Ltd,FALSE,FALSE,FALSE,TRUE,250,,FALSE,187,STEEL
UNI,"Uni Commons - Suitable for Render, Bag",Active,/1000,,,5,,1,GST,"UNI : Uni Commons - Suitable for Render, Bag",,2,537,Austral - Rochedale,FALSE,FALSE,FALSE,FALSE,319,,TRUE,107,BRICKS
CFLL,Carpenter Frame Labour,Active,Sqm,,,1,,1,GST,CFLL : Carpenter Frame Labour,,1,27,Tekna Carpentry,FALSE,FALSE,FALSE,TRUE,329,,FALSE,101,CARPENTER
WATER,Water as per Quote,Active,Each,,,5,,1,GST,WATER : Water as per Quote,,2,1,WATER,FALSE,FALSE,FALSE,TRUE,237,,FALSE,154,WATER
WSASPERLIST,Dial a Joint as per list,Active,Each,,,5,,1,GST,WSASPERLIST : Dial a Joint as per list,,2,1,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
IDLCOILA,Wire Tie 1.60mm Ann Recoiled 1.42kg,Active,coil,,,5,,1,GST,IDLCOILA : Wire Tie 1.60mm Ann Recoiled 1.42kg,,2,3.9364,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
RENQUOTE,Solid Render as quoted,Active,Sqm,,,5,,1,GST,RENQUOTE : Solid Render as quoted,,2,1,RENDER,FALSE,FALSE,FALSE,TRUE,267,,FALSE,160,RENDER
WPFBLWALL,Waterproof Block Wall,Active,Sqm,,,5,,1,GST,WPFBLWALL : Waterproof Block Wall,,2,35,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
PROTBRD,Supply Protection Board,Active,Each,,,5,,1,GST,PROTBRD : Supply Protection Board,,2,5,Wayke Waterproofing. Ware,FALSE,FALSE,FALSE,TRUE,234,,,210,WET SEAL
COLCONSQUOTE,Colour Consultant as per Quote,Active,Each,,,5,,1,GST,COLCONSQUOTE : Colour Consultant as per Quote,,2,1,COLOUR CONSULTANT,FALSE,FALSE,FALSE,TRUE,315,,FALSE,128,COLOUR CONSULTANT
PID,Seal And Prime Internal Doors,Active,Each,,,5,,1,GST,PID : Seal And Prime Internal Doors,,2,40,PAINTER,FALSE,FALSE,FALSE,TRUE,276,,FALSE,100,PAINTER
PCC,Colour Change Charge,Active,Each,,,5,,1,GST,PCC : Colour Change Charge,,2,50,PAINTER,FALSE,FALSE,FALSE,TRUE,276,,FALSE,100,PAINTER
71C4510,Everhard Classic Laundry 45L Stainless Steel Bowl and White Metal Cabinet 600 X 500 X 872mm,Active,Each,Classic - Everhard,71,10,,1,GST,71C4510 : Everhard Classic Laundry 45L Stainless Steel Bowl and White Metal Cabinet 600 X 500 X 872mm,FALSE,2,227.9545,Harvey Norman Commercial QLD,FALSE,FALSE,TRUE,FALSE,231,TRUE,TRUE,236,PLUMBING FITOFF GEAR
HTEX2412,Hume Puma Sheet 2440 X 1200 X 7.5mm (melbourne),Active,shts,,,10,,1,GST,HTEX2412 : Hume Puma Sheet 2440 X 1200 X 7.5mm (melbourne),,2,29.6364,Bunnings,FALSE,FALSE,FALSE,TRUE,298,,,181,EXTERNAL CLADDING
D/BSC,Deadbolt for Double Doors Satin Chrome,Active,pairs,,,10,,1,GST,D/BSC : Deadbolt for Double Doors Satin Chrome,,2,75,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,300,,FALSE,135,ENTRY DOORS
ADST,Drott Travel To Site,Active,Each,,,5,,1,GST,ADST : Drott Travel To Site,,2,142,,FALSE,FALSE,FALSE,TRUE,256,,FALSE,209,SITE WORKS
FGN1800,1800 High Good Neighbour Capped,Active,lm,,,5,,1,GST,FGN1800 : 1800 High Good Neighbour Capped,,2,101.5,Joii Landscaping,FALSE,FALSE,FALSE,TRUE,296,,,144,FENCING
HPLNEWPORT,Hardiplank Primeline Newport 4200 X 170,Active,Each,,,10,,1,GST,HPLNEWPORT : Hardiplank Primeline Newport 4200 X 170,,2,26.3091,Bunnings,FALSE,FALSE,FALSE,TRUE,298,,,181,EXTERNAL CLADDING
RETLC,Returned Load Charge,Active,Each,,,5,,1,GST,RETLC : Returned Load Charge,,2,85,ReadyMix Concrete (Was Excel Concrete Pty Ltd),FALSE,FALSE,FALSE,TRUE,314,,FALSE,110,CONCRETE
KITP,Kitchen Pantry - soft close,Active,lm,,,21,,1,GST,KITP : Kitchen Pantry - soft close,,4,990,Tekna Kitchen Material,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
ALFM106,Mirror Alum Framed 1000 X 600,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM106 : Mirror Alum Framed 1000 X 600,,2,95,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM109,Mirror Alum Framed 1000 X 900,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM109 : Mirror Alum Framed 1000 X 900,,2,119,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM1010,Mirror Alum Framed 1000 X 1000,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1010 : Mirror Alum Framed 1000 X 1000,,2,130,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM1012,Mirror Alum Framed 1000 X 1200,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1012 : Mirror Alum Framed 1000 X 1200,,2,130,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM1014,Mirror Alum Framed 1000 X 1400,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1014 : Mirror Alum Framed 1000 X 1400,,2,144,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM1016,Mirror Alum Framed 1000 X 1600,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1016 : Mirror Alum Framed 1000 X 1600,,2,174,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM1018,Mirror Alum Framed 1000 X 1800,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1018 : Mirror Alum Framed 1000 X 1800,,2,226,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM1021,Mirror Alum Framed 1000 X 2100,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1021 : Mirror Alum Framed 1000 X 2100,,2,226,Civic Shower Screens & Wardrobes,TRUE,TRUE,FALSE,,278,,FALSE,176,MIRRORS
ALFM1024,Mirror Alum Framed 1000 X 2400,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1024 : Mirror Alum Framed 1000 X 2400,,2,240,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1027,Mirror Alum Framed 1000 X 2700,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1027 : Mirror Alum Framed 1000 X 2700,,2,286,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM126,Mirror Alum Framed 1200 X 600,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM126 : Mirror Alum Framed 1200 X 600,,2,62,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM129,Mirror Alum Framed 1200 X 900,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM129 : Mirror Alum Framed 1200 X 900,,2,71,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1210,Mirror Alum Framed 1200 X 1000,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1210 : Mirror Alum Framed 1200 X 1000,,2,74,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
KITCNRP,Kitchen Cnr Pantry - soft close,Active,Each,,,21,,1,GST,KITCNRP : Kitchen Cnr Pantry - soft close,,4,726,Aspect Joinery Pty Ltd,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
KITPD,Kitchen Pot Drawer - soft close,Active,Each,,,21,,1,GST,KITPD : Kitchen Pot Drawer - soft close,,4,56.1,Aspect Joinery Pty Ltd,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
ALFM1212,Mirror Alum Framed 1200 X 1200,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1212 : Mirror Alum Framed 1200 X 1200,,2,85,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1214,Mirror Alum Framed 1200 X 1400,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1214 : Mirror Alum Framed 1200 X 1400,,2,106,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1216,Mirror Alum Framed 1200 X 1600,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1216 : Mirror Alum Framed 1200 X 1600,,2,114,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1218,Mirror Alum Framed 1200 X 1800,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1218 : Mirror Alum Framed 1200 X 1800,,2,134,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1221,Mirror Alum Framed 1200 X 2100,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1221 : Mirror Alum Framed 1200 X 2100,,2,148,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1224,Mirror Alum Framed 1200 X 2400,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1224 : Mirror Alum Framed 1200 X 2400,,2,166,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
ALFM1227,Mirror Alum Framed 1200 X 2700,Active,Each,Aluminum Frame - Mirror,71,7,,1,GST,ALFM1227 : Mirror Alum Framed 1200 X 2700,,2,281,Civic Shower Screens & Wardrobes,TRUE,FALSE,FALSE,FALSE,278,FALSE,TRUE,176,MIRRORS
PEM106,Mirror Polished Edge 1000 X 600,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM106 : Mirror Polished Edge 1000 X 600,,2,71,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM109,Mirror Polished Edge 1000 X 900,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM109 : Mirror Polished Edge 1000 X 900,,2,66,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1010,Mirror Polished Edge 1000 X 1000,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1010 : Mirror Polished Edge 1000 X 1000,,2,100,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1012,Mirror Polished Edge 1000 X 1200,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1012 : Mirror Polished Edge 1000 X 1200,,2,169,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1014,Mirror Polished Edge 1000 X 1400,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1014 : Mirror Polished Edge 1000 X 1400,,2,140,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1016,Mirror Polished Edge 1000 X 1600,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1016 : Mirror Polished Edge 1000 X 1600,,2,161,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1018,Mirror Polished Edge 1000 X 1800,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1018 : Mirror Polished Edge 1000 X 1800,,2,182,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1021,Mirror Polished Edge 1000 X 2100,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1021 : Mirror Polished Edge 1000 X 2100,,2,264,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1024,Mirror Polished Edge 1000 X 2400,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1024 : Mirror Polished Edge 1000 X 2400,,2,284,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1027,Mirror Polished Edge 1000 X 2700,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1027 : Mirror Polished Edge 1000 X 2700,,2,304,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM126,Mirror Polished Edge 1200 X 600,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM126 : Mirror Polished Edge 1200 X 600,,2,66,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM129,Mirror Polished Edge 1200 X 900,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM129 : Mirror Polished Edge 1200 X 900,,2,79,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1210,Mirror Polished Edge 1200 X 1000,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1210 : Mirror Polished Edge 1200 X 1000,,2,82,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1212,Mirror Polished Edge 1200 X 1200,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1212 : Mirror Polished Edge 1200 X 1200,,2,98,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1214,Mirror Polished Edge 1200 X 1400,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1214 : Mirror Polished Edge 1200 X 1400,,2,119,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1216,Mirror Polished Edge 1200 X 1600,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1216 : Mirror Polished Edge 1200 X 1600,,2,127,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1218,Mirror Polished Edge 1200 X 1800,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1218 : Mirror Polished Edge 1200 X 1800,,2,184,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1221,Mirror Polished Edge 1200 X 2100,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1221 : Mirror Polished Edge 1200 X 2100,,2,234,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1224,Mirror Polished Edge 1200 X 2400,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1224 : Mirror Polished Edge 1200 X 2400,,2,254,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
PEM1227,Mirror Polished Edge 1200 X 2700,Active,each,Polished Edge - Mirror,71,7,,1,GST,PEM1227 : Mirror Polished Edge 1200 X 2700,,2,369,Civic Shower Screens & Wardrobes,FALSE,TRUE,FALSE,FALSE,278,,FALSE,176,MIRRORS
KITFOH,Kitchen Fridge Overhead - soft close,Active,lm,,,21,,1,GST,KITFOH : Kitchen Fridge Overhead - soft close,,4,600,Tekna Kitchen Material,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
KITDW,Kitchen Dishwasher Space side Panels,Active,Each,,,21,,1,GST,KITDW : Kitchen Dishwasher Space side Panels,,4,81,Tekna Kitchen Material,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
FGQ,Fascia and Gutter as per Quote,Active,Each,,,10,,1,GST,FGQ : Fascia and Gutter as per Quote,,2,1,Joii Roofing,FALSE,FALSE,FALSE,TRUE,438,,FALSE,321,ROOF
WHSW,Wiring of Solar Hot Water System(includes waterproof single p/point),Active,Each,,,5,,1,GST,WHSW : Wiring of Solar Hot Water System(includes waterproof single p/point),,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
RB900,Raiser Bracket 900 plus POA Box,Active,Each,,,5,,1,GST,RB900 : Raiser Bracket 900 plus POA Box,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
SPMOH,Supply Single Phase Mains upto 10 Metres,Active,Each,,,5,,1,GST,SPMOH : Supply Single Phase Mains upto 10 Metres,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
TPMOH,Supply Three Phase Mains upto 10 Metres,Active,Each,,,5,,1,GST,TPMOH : Supply Three Phase Mains upto 10 Metres,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
EUTP,Extra Underground Three Phase Cable No Excavation,Active,Each,,,5,,1,GST,EUTP : Extra Underground Three Phase Cable No Excavation,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
WCF,Wiring Ceiling Fans,Active,Each,,,5,,1,GST,WCF : Wiring Ceiling Fans,,2,,,FALSE,FALSE,FALSE,TRUE,327,,,115,ELECTRICAL
BUILDKEY,Extra Builder Key,Active,Each,,,5,,1,GST,BUILDKEY : Extra Builder Key,,2,2.5909,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,299,,FALSE,180,DOOR FURNITURE
BLDCB,Bricklayer Double Common Brick Rate,Active,/1000,,,5,,1,GST,BLDCB : Bricklayer Double Common Brick Rate,,2,1650,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLDFB,Bricklayer Double Face Brick,Active,/1000,,,5,,1,GST,BLDFB : Bricklayer Double Face Brick,,2,1650,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLL,Bricklayer Labour to Fit Lintels,Active,Each,,,5,,1,GST,BLL : Bricklayer Labour to Fit Lintels,,2,10,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLNR,Natural Mortar Raked,Active,/1000,,,5,,1,GST,BLNR : Natural Mortar Raked,,2,1,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLNP,Natural Mortar Pointed,Active,/1000,,,5,,1,GST,BLNP : Natural Mortar Pointed,,2,1,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLWR,Off White Mortar Raked,Active,/1000,,,5,,1,GST,BLWR : Off White Mortar Raked,,2,100,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLWP,Off White Mortar Pointed,Active,/1000,,,5,,1,GST,BLWP : Off White Mortar Pointed,,2,100,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLCBU,Bricklayer Common Single Rate,Active,/1000,,,5,,1,GST,BLCBU : Bricklayer Common Single Rate,,2,1650,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLDFBU,Bricklayer Double Face Brick,Active,/1000,,,5,,1,GST,BLDFBU : Bricklayer Double Face Brick,,2,1650,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLDCU,Bricklayer Double Common Brick Rate,Active,/1000,,,5,,1,GST,BLDCU : Bricklayer Double Common Brick Rate,,2,1650,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLFBU,Bricklayer Standard Rate Face brick,Active,/1000,,,5,,1,GST,BLFBU : Bricklayer Standard Rate Face brick,,2,1850,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
P2.7,Painting of Internal Walls 2.7 High,Active,Sqm,,,5,,1,GST,P2.7 : Painting of Internal Walls 2.7 High,,2,2,PAINTER,FALSE,FALSE,FALSE,TRUE,276,,FALSE,100,PAINTER
PO,Painting Over 3.0 extra per 300 mm,Active,Sqm,,,5,,1,GST,PO : Painting Over 3.0 extra per 300 mm,,2,2,PAINTER,FALSE,FALSE,FALSE,TRUE,276,,FALSE,100,PAINTER
SDO,Entry Door Frame Single 140 X 31 To Suit 820 X 2040 Door With Sill - Paint Grade,Active,Each,,,10,,1,GST,SDO : Entry Door Frame Single 140 X 31 To Suit 820 X 2040 Door With Sill - Paint Grade,,2,166,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,300,,FALSE,135,ENTRY DOORS
DD,Double Door Entry Frame 140 X 31 To Suit 820 X 2040 Door With Sill with drop bolt pair (1678) - Paint Grade,Active,Each,,,10,,1,GST,DD : Double Door Entry Frame 140 X 31 To Suit 820 X 2040 Door With Sill with drop bolt pair (1678) - Paint Grade,,2,281.4273,Pre Hung Doors (PHD),FALSE,FALSE,FALSE,TRUE,300,,FALSE,135,ENTRY DOORS
PLY2712,Plywood Bracing 2745 X 1200 X 4mm,Active,shts,,,10,,1,GST,PLY2712 : Plywood Bracing 2745 X 1200 X 4mm,,2,20.6364,TIMBER FRAME,FALSE,FALSE,FALSE,TRUE,242,,FALSE,178,TIMBER FRAME
PMAD104GF,Corinthian Madison PMAD104 2040 X 820 Glazed Frosted,Active,each,Madison - Corinthian,71,10,,1,GST,PMAD104GF : Corinthian Madison PMAD104 2040 X 820 Glazed Frosted,,2,274.2,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,TRUE,135,ENTRY DOORS
PMAD104GS,Corinthian Madison PMAD104 2040 X 820 Glazed Slumped,Active,each,Madison - Corinthian,71,10,,1,GST,PMAD104GS : Corinthian Madison PMAD104 2040 X 820 Glazed Slumped,,2,280.8,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,TRUE,135,ENTRY DOORS
PMAD101GC,Corinthian Primed Madison 101 2040 X 820 Glazed Clear,Active,Each,Madison - Corinthian,71,10,,1,GST,PMAD101GC : Corinthian Primed Madison 101 2040 X 820 Glazed Clear,,2,297.6,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,FALSE,135,ENTRY DOORS
PMAD101GO,Corinthian Primed Madison 101 2040 X 820 Glazed Transluscent,Active,Each,Madison - Corinthian,71,10,,1,GST,PMAD101GO : Corinthian Primed Madison 101 2040 X 820 Glazed Transluscent,,2,405,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,FALSE,135,ENTRY DOORS
PMAD101GT,Corinthian Madison PMAD101 2040 X 820 Glazed Thela,Active,Each,Madison - Corinthian,71,10,,1,GST,PMAD101GT : Corinthian Madison PMAD101 2040 X 820 Glazed Thela,,2,231.6,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,FALSE,135,ENTRY DOORS
PMAD101GF,Corinthian Madison PMAD101 2040 X 820 Glazed Frosted,Active,Each,Madison - Corinthian,71,10,,1,GST,PMAD101GF : Corinthian Madison PMAD101 2040 X 820 Glazed Frosted,,2,231.6,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,FALSE,135,ENTRY DOORS
PMAD101GS,Corinthian Madison PMAD101 2040 X 820 Glazed Slumped,Active,Each,Madison - Corinthian,71,10,,1,GST,PMAD101GS : Corinthian Madison PMAD101 2040 X 820 Glazed Slumped,,2,247.2,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,FALSE,135,ENTRY DOORS
PMAD104GC,Corinthian Madison PMAD104 2040 X 820 Glazed Clear,Active,each,Madison - Corinthian,71,10,,1,GST,PMAD104GC : Corinthian Madison PMAD104 2040 X 820 Glazed Clear,,2,287.4,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,TRUE,135,ENTRY DOORS
PMAD104GO,Corinthian Madison PMAD104 2040 X 820 Glazed Transluscent,Active,each,Madison - Corinthian,71,10,,1,GST,PMAD104GO : Corinthian Madison PMAD104 2040 X 820 Glazed Transluscent,,2,306,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,TRUE,135,ENTRY DOORS
PMAD104GT,Corinthian Madison PMAD104 2040 X 820 Glazed Thela,Active,each,Madison - Corinthian,71,10,,1,GST,PMAD104GT : Corinthian Madison PMAD104 2040 X 820 Glazed Thela,,2,274.2,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,TRUE,135,ENTRY DOORS
PPC4,Corinthian Panelcarve PPC4 2040 X 820,Active,Each,PPC4 - Corinthian,71,10,,1,GST,PPC4 : Corinthian Panelcarve PPC4 2040 X 820,,2,146,Pre Hung Doors (PHD),TRUE,TRUE,FALSE,FALSE,300,,FALSE,135,ENTRY DOORS
